batch_id,timestamp,temperature,conveyor_speed,hold_time,batch_size,material_type,hour_of_day,operator_exp,temp_speed_product,temp_deviation,speed_deviation,hold_per_kg,shift,hours_into_shift,quality_score,yield_pct,performance_pct,energy_kwh,co2_kg,energy_per_kg,fault_type
B1116,2025-12-17 14:24:17,55.7,192.3,52.9,508.0,0,14,1,10711.11,3.6094500000000025,22.57295000000002,0.10413385826771654,1,0,94.2,94.9,72.9,39.2,32.14,0.077165,normal
B1117,2025-11-09 07:39:04,69.2,113.9,30.4,505.0,0,12,0,7881.880000000001,9.890549999999998,55.827049999999986,0.060198019801980196,0,6,100.0,85.5,100.0,28.0,22.96,0.055446,wet_material
B1118,2025-10-18 03:11:29,66.0,121.5,32.1,503.0,0,9,1,8019.0,6.690549999999995,48.22704999999999,0.06381709741550697,0,3,100.0,86.7,100.0,28.8,23.62,0.057256,normal
B1119,2025-12-08 13:19:21,52.4,216.0,59.1,511.0,1,19,2,11318.4,6.909450000000007,46.27295000000001,0.11565557729941292,1,5,94.4,96.7,63.8,42.7,35.01,0.083562,normal
B1120,2025-11-22 21:41:40,53.5,216.8,57.7,508.0,0,21,1,11598.800000000001,5.809450000000005,47.07295000000002,0.11358267716535433,1,7,94.3,97.8,60.0,43.6,35.75,0.085827,normal
B1121,2025-11-06 16:45:55,49.1,239.5,62.6,510.0,1,15,2,11759.45,10.209450000000004,69.77295000000001,0.12274509803921568,1,1,94.0,96.5,60.0,47.2,38.7,0.092549,normal
B1122,2025-11-20 00:13:31,68.1,116.0,30.8,499.0,0,16,2,7899.599999999999,8.790549999999989,53.72704999999999,0.06172344689378758,1,2,100.0,86.3,100.0,27.9,22.88,0.055912,normal
B1123,2025-12-20 09:00:21,44.0,274.9,72.9,525.0,0,21,2,12095.599999999999,15.309450000000005,105.17294999999999,0.13885714285714287,1,7,91.5,99.4,60.0,54.6,44.77,0.104,normal
B1124,2025-11-01 22:08:28,56.1,179.4,48.8,496.0,2,18,0,10064.34,3.209450000000004,9.672950000000014,0.09838709677419354,1,4,98.5,93.6,71.7,36.6,30.01,0.07379,normal
B1125,2025-10-30 08:06:17,62.0,130.3,37.1,513.0,2,19,0,8078.6,2.6905499999999947,39.42704999999998,0.0723196881091618,1,5,100.0,88.6,98.1,30.1,24.68,0.058674,normal
B1126,2025-12-07 21:07:24,68.8,115.5,30.6,507.0,0,9,1,7946.4,9.490549999999992,54.22704999999999,0.06035502958579882,0,3,100.0,85.2,100.0,27.9,22.88,0.05503,bearing_wear
B1127,2025-12-16 22:46:29,67.8,112.3,29.8,513.0,1,14,1,7613.94,8.490549999999992,57.427049999999994,0.058089668615984406,1,0,100.0,86.0,100.0,27.6,22.63,0.053801,normal
B1128,2025-11-25 11:19:20,56.6,182.3,50.5,501.0,0,12,0,10318.18,2.709450000000004,12.57295000000002,0.10079840319361277,0,6,97.7,90.7,74.8,37.7,30.91,0.07525,bearing_wear
B1129,2025-12-13 22:31:26,68.1,111.7,30.5,516.0,0,11,0,7606.7699999999995,8.790549999999989,58.02704999999999,0.05910852713178295,0,5,100.0,85.8,100.0,27.5,22.55,0.053295,normal
B1130,2025-12-18 22:39:31,63.6,135.8,37.3,500.0,0,16,2,8636.880000000001,4.290549999999996,33.92704999999998,0.0746,1,2,100.0,89.1,97.3,30.1,24.68,0.0602,calibration_needed
B1131,2025-12-25 09:44:55,57.1,181.8,49.8,503.0,1,14,1,10380.78,2.209450000000004,12.07295000000002,0.09900596421471172,1,0,97.9,92.9,74.3,37.7,30.91,0.07495,normal
B1132,2025-12-24 06:06:47,41.9,282.3,74.9,539.0,1,11,1,11828.37,17.409450000000007,112.57295000000002,0.13896103896103898,0,5,88.8,98.9,60.0,57.9,47.48,0.107421,bearing_wear
B1133,2025-11-25 12:13:46,60.4,160.1,43.6,489.0,0,17,1,9670.039999999999,1.0905499999999932,9.627049999999997,0.08916155419222904,1,3,100.0,90.3,83.4,34.0,27.88,0.06953,normal
B1134,2025-12-07 10:06:12,54.0,195.2,54.8,503.0,0,17,2,10540.8,5.309450000000005,25.472949999999997,0.10894632206759443,1,3,96.2,94.3,69.3,40.8,33.46,0.081113,wet_material
B1135,2025-12-13 06:01:43,64.7,138.7,36.4,506.0,0,16,2,8973.89,5.3905499999999975,31.027050000000003,0.07193675889328063,1,2,100.0,86.0,96.0,31.3,25.67,0.061858,normal
B1136,2025-11-21 10:33:07,64.6,145.7,36.8,497.0,1,19,1,9412.22,5.290549999999989,24.027050000000003,0.07404426559356136,1,5,100.0,85.4,94.3,31.6,25.91,0.063581,normal
B1137,2025-11-05 18:17:21,68.2,113.9,31.2,506.0,0,12,0,7767.9800000000005,8.890549999999998,55.827049999999986,0.0616600790513834,0,6,100.0,86.3,100.0,27.9,22.88,0.055138,normal
B1138,2025-12-25 16:47:39,46.1,254.7,68.5,522.0,0,11,2,11741.67,13.209450000000004,84.97295,0.13122605363984674,0,5,91.7,98.9,60.0,52.6,43.13,0.100766,bearing_wear
B1139,2025-10-26 00:24:48,59.7,150.6,39.6,503.0,1,9,0,8990.82,0.3905499999999975,19.127049999999997,0.07872763419483102,0,3,97.9,89.9,87.3,32.8,26.9,0.065209,normal
B1140,2025-11-18 14:59:41,51.2,220.0,59.7,512.0,0,10,2,11264.0,8.109450000000002,50.27295000000001,0.1166015625,0,4,93.8,98.0,60.0,44.3,36.33,0.086523,bearing_wear
B1141,2025-12-23 18:31:49,52.6,214.9,58.5,526.0,0,20,1,11303.74,6.709450000000004,45.172950000000014,0.1112167300380228,1,6,94.5,97.2,60.0,44.1,36.16,0.08384,normal
B1142,2025-11-28 06:03:55,61.9,152.3,40.8,504.0,1,13,1,9427.37,2.5905499999999932,17.42704999999998,0.08095238095238094,0,7,96.8,90.3,87.9,32.7,26.81,0.064881,bearing_wear
B1143,2025-11-05 22:59:35,53.9,190.6,52.1,500.0,0,13,1,10273.34,5.409450000000007,20.872950000000003,0.1042,0,7,97.4,92.6,70.8,39.3,32.23,0.0786,normal
B1144,2025-11-02 21:30:37,66.2,122.1,33.5,505.0,0,6,2,8083.0199999999995,6.8905499999999975,47.62705,0.06633663366336634,0,0,100.0,86.6,100.0,29.0,23.78,0.057426,normal
B1145,2025-11-06 08:03:56,57.6,182.3,49.9,494.0,0,18,0,10500.480000000001,1.709450000000004,12.57295000000002,0.10101214574898786,1,4,99.6,92.6,73.2,37.6,30.83,0.076113,normal
B1146,2025-12-29 11:30:24,41.9,279.4,75.2,525.0,1,8,1,11706.859999999999,17.409450000000007,109.67294999999999,0.14323809523809525,0,2,88.4,98.7,60.0,58.3,47.81,0.111048,normal
B1147,2025-10-26 11:38:06,64.7,133.6,37.0,504.0,0,10,0,8643.92,5.3905499999999975,36.12705,0.07341269841269842,0,4,100.0,87.6,99.3,30.2,24.76,0.059921,normal
B1148,2025-10-28 00:40:57,49.4,241.7,61.9,512.0,0,19,0,11939.98,9.909450000000007,71.97295,0.1208984375,1,5,92.9,97.4,60.0,47.5,38.95,0.092773,normal
B1149,2025-12-19 03:02:42,68.4,113.9,31.2,513.0,2,21,2,7790.760000000001,9.09055,55.827049999999986,0.0608187134502924,1,7,100.0,85.9,100.0,28.0,22.96,0.054581,wet_material
B1150,2025-12-28 03:17:55,62.8,139.8,37.0,511.0,2,14,0,8779.44,3.490549999999992,29.92704999999998,0.07240704500978473,1,0,99.1,86.6,97.1,31.1,25.5,0.060861,normal
B1151,2025-11-12 02:18:50,53.5,206.1,56.4,514.0,0,16,0,11026.35,5.809450000000005,36.37295,0.10972762645914397,1,2,94.0,95.5,67.1,41.7,34.19,0.081128,normal
B1152,2025-11-05 11:05:08,49.4,240.8,63.4,503.0,1,14,1,11895.52,9.909450000000007,71.07295000000002,0.12604373757455267,1,0,94.4,97.1,60.0,47.7,39.11,0.094831,normal
B1153,2025-12-14 02:13:45,60.5,152.5,39.9,506.0,0,18,1,9226.25,1.1905499999999947,17.22704999999999,0.07885375494071147,1,4,98.7,89.1,87.0,32.5,26.65,0.064229,normal
B1154,2025-12-10 16:14:05,64.0,122.7,32.0,500.0,0,19,1,7852.8,4.690549999999995,47.02704999999999,0.064,1,5,100.0,87.4,97.3,28.4,23.29,0.0568,wet_material
B1155,2025-12-04 23:27:08,43.9,269.8,71.6,531.0,1,13,1,11844.22,15.409450000000007,100.07295000000002,0.13483992467043313,0,7,90.3,99.5,60.0,55.3,45.35,0.104143,normal
B1156,2025-12-02 12:22:29,69.6,111.6,31.1,511.0,2,21,0,7767.359999999999,10.290549999999989,58.12705,0.06086105675146771,1,7,100.0,85.9,100.0,27.9,22.88,0.054599,normal
B1157,2025-11-11 07:10:45,50.1,239.0,64.1,517.0,0,7,2,11973.9,9.209450000000004,69.27295000000001,0.12398452611218568,0,1,93.0,98.3,60.0,47.8,39.2,0.092456,normal
B1158,2025-11-18 11:51:55,63.3,145.7,38.5,498.0,1,20,1,9222.81,3.990549999999992,24.027050000000003,0.07730923694779117,1,6,100.0,89.6,93.9,31.6,25.91,0.063454,normal
B1159,2025-11-20 05:20:57,41.6,281.5,75.1,523.0,1,13,1,11710.4,17.709450000000004,111.77295000000001,0.1435946462715105,0,7,89.9,99.0,60.0,58.3,47.81,0.111472,normal
B1160,2025-11-01 09:53:42,73.5,94.0,23.4,513.0,0,17,1,6909.0,14.190549999999995,75.72704999999999,0.045614035087719294,1,3,100.0,81.9,100.0,25.3,20.75,0.049318,normal
B1161,2025-10-27 23:49:44,66.3,140.8,35.3,499.0,2,17,0,9335.04,6.990549999999992,28.92704999999998,0.07074148296593186,1,3,100.0,86.9,90.9,30.4,24.93,0.060922,bearing_wear
B1162,2025-12-25 10:27:41,54.7,177.2,48.3,500.0,2,20,0,9692.84,4.6094500000000025,7.472949999999997,0.09659999999999999,1,6,97.8,92.5,75.0,36.5,29.93,0.073,wet_material
B1163,2025-11-13 22:40:54,56.4,184.8,51.1,497.0,0,20,1,10422.720000000001,2.9094500000000068,15.07295000000002,0.1028169014084507,1,6,96.7,92.5,73.6,37.8,31.0,0.076056,normal
B1164,2025-10-27 00:13:35,54.5,206.5,55.9,516.0,2,7,0,11254.25,4.809450000000005,36.77295000000001,0.10833333333333334,0,1,96.3,95.1,67.5,41.1,33.7,0.079651,normal
B1165,2025-11-09 04:45:44,66.6,125.5,31.7,504.0,0,15,1,8358.3,7.290549999999989,44.22704999999999,0.0628968253968254,1,1,100.0,87.7,100.0,29.0,23.78,0.05754,normal
B1166,2025-11-02 12:13:58,53.4,199.5,54.6,511.0,0,19,1,10653.3,5.909450000000007,29.77295000000001,0.10684931506849316,1,5,96.8,94.9,69.9,40.7,33.37,0.079648,normal
B1167,2025-12-03 20:37:39,56.9,182.3,49.8,498.0,0,16,2,10372.87,2.4094500000000068,12.57295000000002,0.09999999999999999,1,2,97.2,93.7,73.5,37.3,30.59,0.0749,normal
B1168,2025-12-12 13:01:03,47.9,243.8,65.6,524.0,0,20,1,11678.02,11.409450000000007,74.07295000000002,0.12519083969465647,1,6,91.0,98.0,60.0,50.3,41.25,0.095992,normal
B1169,2025-11-21 06:01:55,44.1,269.7,70.7,528.0,1,17,1,11893.77,15.209450000000004,99.97295,0.13390151515151516,1,3,89.9,100.0,60.0,55.5,45.51,0.105114,normal
B1170,2025-12-21 17:34:54,53.1,211.6,57.4,508.0,1,10,0,11235.96,6.209450000000004,41.87295,0.11299212598425197,0,4,95.4,96.4,61.6,42.7,35.01,0.084055,normal
B1171,2025-12-27 14:08:54,58.5,172.7,48.0,502.0,2,10,1,10102.949999999999,0.8094500000000053,2.9729499999999973,0.09561752988047809,0,4,97.5,93.1,78.0,36.2,29.68,0.072112,calibration_needed
B1172,2025-11-07 02:00:03,58.0,180.5,46.7,500.0,1,19,0,10469.0,1.3094500000000053,10.772950000000009,0.09340000000000001,1,5,97.4,93.4,75.4,36.6,30.01,0.0732,normal
B1173,2025-12-06 01:52:42,63.2,153.8,40.9,505.0,1,10,1,9720.160000000002,3.8905499999999975,15.92704999999998,0.08099009900990099,0,4,97.0,89.8,86.3,32.5,26.65,0.064356,normal
B1174,2025-10-23 17:04:07,72.9,91.8,23.9,510.0,0,7,0,6692.22,13.59055,77.92705,0.04686274509803921,0,1,100.0,80.6,100.0,25.4,20.83,0.049804,calibration_needed
B1175,2025-10-21 09:02:14,65.9,124.3,32.7,512.0,1,14,1,8191.370000000001,6.59055,45.427049999999994,0.0638671875,1,0,100.0,86.4,100.0,28.8,23.62,0.05625,normal
B1176,2025-11-03 08:21:07,48.1,251.3,65.9,520.0,1,8,1,12087.53,11.209450000000004,81.57295000000002,0.12673076923076923,0,2,92.7,98.0,60.0,49.8,40.84,0.095769,wet_material
B1177,2025-11-26 08:50:58,61.8,158.1,41.0,499.0,2,16,0,9770.58,2.490549999999992,11.627049999999997,0.08216432865731463,1,2,98.6,90.1,89.0,33.4,27.39,0.066934,normal
B1178,2025-12-08 07:00:39,65.8,119.3,30.5,501.0,1,11,1,7849.94,6.490549999999992,50.427049999999994,0.06087824351297405,0,5,100.0,84.8,100.0,28.7,23.53,0.057285,calibration_needed
B1179,2025-12-22 18:44:11,62.9,139.6,37.4,513.0,0,6,0,8780.84,3.5905499999999932,30.127049999999997,0.07290448343079922,0,0,100.0,87.7,94.6,30.9,25.34,0.060234,normal
B1180,2025-12-26 21:21:55,59.8,171.0,48.3,501.0,0,19,1,10225.8,0.4905499999999918,1.2729500000000087,0.09640718562874251,1,5,98.7,91.7,70.0,36.1,29.6,0.072056,calibration_needed
B1181,2025-11-08 05:06:08,63.4,142.4,37.7,500.0,1,13,1,9028.16,4.090549999999993,27.327049999999986,0.07540000000000001,0,7,100.0,88.2,93.8,31.7,25.99,0.0634,normal
B1182,2025-10-23 04:51:22,67.8,112.4,29.9,508.0,1,7,0,7620.72,8.490549999999992,57.327049999999986,0.05885826771653543,0,1,100.0,86.1,100.0,27.6,22.63,0.054331,normal
B1183,2025-12-10 19:22:59,63.7,144.4,37.5,492.0,0,8,2,9198.28,4.3905499999999975,25.327049999999986,0.07621951219512195,0,2,99.3,86.8,94.7,31.5,25.83,0.064024,normal
B1184,2025-11-28 11:19:50,63.0,143.9,37.9,503.0,1,9,1,9065.7,3.6905499999999947,25.827049999999986,0.07534791252485089,0,3,100.0,87.7,94.0,31.6,25.91,0.062823,normal
B1185,2025-11-23 09:14:33,64.8,136.8,36.9,506.0,2,17,0,8864.640000000001,5.490549999999992,32.92704999999998,0.07292490118577075,1,3,100.0,87.8,98.1,30.1,24.68,0.059486,normal
B1186,2025-12-13 21:45:02,68.8,114.8,30.6,499.0,1,9,1,7898.24,9.490549999999992,54.927049999999994,0.061322645290581165,0,3,100.0,86.9,100.0,27.9,22.88,0.055912,bearing_wear
B1187,2025-11-17 21:06:08,60.0,154.8,39.9,496.0,2,18,2,9288.0,0.6905499999999947,14.92704999999998,0.08044354838709677,1,4,100.0,91.4,85.2,33.2,27.22,0.066935,normal
B1188,2025-12-08 21:26:04,47.7,253.8,67.2,517.0,0,6,1,12106.260000000002,11.609450000000002,84.07295000000002,0.12998065764023212,0,0,91.8,99.6,60.0,50.3,41.25,0.097292,normal
B1189,2025-12-30 11:17:37,64.7,144.9,37.0,497.0,0,10,1,9375.03,5.3905499999999975,24.827049999999986,0.0744466800804829,0,4,100.0,85.1,92.6,31.6,25.91,0.063581,normal
B1190,2025-12-08 16:06:13,60.7,154.1,41.2,499.0,0,6,1,9353.87,1.3905499999999975,15.627049999999997,0.08256513026052105,0,0,99.4,90.1,85.5,32.8,26.9,0.065731,normal
B1191,2025-12-17 18:35:55,72.9,96.0,25.4,509.0,0,19,1,6998.400000000001,13.59055,73.72704999999999,0.049901768172888016,1,5,100.0,82.9,100.0,25.8,21.16,0.050688,bearing_wear
B1192,2025-11-23 23:33:50,47.1,251.9,66.7,517.0,0,11,2,11864.49,12.209450000000004,82.17295000000001,0.12901353965183754,0,5,92.0,97.7,60.0,50.1,41.08,0.096905,bearing_wear
B1193,2025-10-25 23:29:13,58.0,203.0,55.2,503.0,1,13,0,11774.0,1.3094500000000053,33.27295000000001,0.10974155069582506,0,7,94.9,93.0,64.2,40.1,32.88,0.079722,normal
B1194,2025-12-24 14:31:33,58.9,170.6,48.7,490.0,2,10,0,10048.34,0.40945000000000675,0.872950000000003,0.09938775510204083,0,4,96.7,91.3,70.0,36.2,29.68,0.073878,normal
B1195,2025-12-25 06:31:27,55.0,178.5,47.3,495.0,0,16,0,9817.5,4.309450000000005,8.772950000000009,0.09555555555555555,1,2,98.9,91.7,75.6,36.4,29.85,0.073535,normal
B1196,2025-12-25 22:33:58,58.9,167.1,45.4,494.0,0,21,1,9842.189999999999,0.40945000000000675,2.627049999999997,0.09190283400809716,1,7,97.1,91.5,83.0,35.1,28.78,0.071053,bearing_wear
B1197,2025-12-09 20:27:28,44.5,267.6,72.7,530.0,0,15,1,11908.2,14.809450000000005,97.87295000000003,0.13716981132075473,1,1,88.9,99.4,60.0,54.9,45.02,0.103585,normal
B1198,2025-11-09 23:34:45,53.4,210.1,58.1,512.0,0,16,2,11219.34,5.909450000000007,40.37295,0.1134765625,1,2,96.4,95.6,60.9,42.8,35.1,0.083594,normal
B1199,2025-11-22 10:24:14,56.6,181.0,50.7,507.0,1,13,1,10244.6,2.709450000000004,11.272950000000009,0.1,0,7,98.9,93.3,75.0,37.3,30.59,0.07357,normal
B1200,2025-11-01 19:55:32,46.3,259.2,68.2,525.0,0,16,2,12000.96,13.009450000000008,89.47295,0.1299047619047619,1,2,92.2,99.7,60.0,52.7,43.21,0.100381,normal
B1201,2025-11-08 01:38:44,56.8,183.5,50.0,491.0,2,14,1,10422.8,2.509450000000008,13.772950000000009,0.10183299389002037,1,0,97.1,92.9,74.3,37.3,30.59,0.075967,normal
B1202,2025-10-27 01:26:43,64.8,135.7,36.8,494.0,0,13,2,8793.359999999999,5.490549999999992,34.02705,0.07449392712550607,0,7,100.0,87.0,98.7,30.4,24.93,0.061538,normal
B1203,2025-12-06 23:42:20,52.6,214.8,59.7,511.0,2,14,2,11298.480000000001,6.709450000000004,45.07295000000002,0.11682974559686889,1,0,94.1,97.5,63.2,43.2,35.42,0.08454,wet_material
B1204,2025-11-24 06:22:30,57.0,181.2,49.4,502.0,1,16,2,10328.4,2.3094500000000053,11.472949999999997,0.09840637450199202,1,2,98.0,91.7,72.7,37.5,30.75,0.074701,normal
B1205,2025-11-27 15:48:00,52.3,220.8,59.2,516.0,0,16,1,11547.84,7.009450000000008,51.07295000000002,0.11472868217054265,1,2,95.4,93.8,60.0,43.9,36.0,0.085078,bearing_wear
B1206,2025-12-20 07:33:45,48.5,231.2,63.9,515.0,1,14,2,11213.199999999999,10.809450000000005,61.47295,0.12407766990291262,1,0,92.0,98.0,60.0,47.2,38.7,0.09165,normal
B1207,2025-11-22 03:23:23,52.8,213.9,57.3,514.0,0,20,1,11293.92,6.509450000000008,44.172950000000014,0.11147859922178988,1,6,94.0,96.5,60.0,43.7,35.83,0.085019,normal
B1208,2025-10-22 01:23:46,60.7,157.0,38.9,497.0,1,7,0,9529.9,1.3905499999999975,12.727049999999991,0.07826961770623742,0,1,99.7,87.7,84.3,33.0,27.06,0.066398,normal
B1209,2025-12-04 01:19:35,62.9,166.2,43.0,501.0,2,6,1,10453.98,3.5905499999999932,3.5270500000000027,0.08582834331337326,0,0,98.5,90.7,80.3,34.3,28.13,0.068463,wet_material
B1210,2025-11-29 13:33:01,69.8,108.2,28.8,503.0,2,9,2,7552.36,10.490549999999992,61.52704999999999,0.057256461232604375,0,3,100.0,85.6,100.0,27.1,22.22,0.053877,normal
B1211,2025-11-24 12:06:53,59.5,171.0,45.7,496.0,0,18,1,10174.5,0.19054999999999467,1.2729500000000087,0.09213709677419356,1,4,98.6,90.3,82.8,34.9,28.62,0.070363,normal
B1212,2025-11-02 17:33:37,69.0,120.3,30.8,510.0,1,9,2,8300.699999999999,9.690549999999995,49.427049999999994,0.0603921568627451,0,3,100.0,86.6,100.0,28.5,23.37,0.055882,normal
B1213,2025-12-11 15:37:21,61.5,157.5,43.7,506.0,0,19,1,9686.25,2.1905499999999947,12.227049999999991,0.08636363636363636,1,5,99.9,88.2,84.2,34.2,28.04,0.067589,wet_material
B1214,2025-12-23 04:25:19,54.9,189.2,52.3,494.0,2,15,1,10387.08,4.409450000000007,19.472949999999997,0.10587044534412955,1,1,97.4,93.6,70.7,39.2,32.14,0.079352,normal
B1215,2025-11-25 03:19:47,69.6,115.3,31.3,514.0,0,16,0,8024.879999999999,10.290549999999989,54.427049999999994,0.060894941634241244,1,2,100.0,85.2,100.0,28.1,23.04,0.054669,wet_material
B1216,2025-11-02 06:31:30,51.6,215.0,58.8,512.0,1,11,0,11094.0,7.709450000000004,45.27295000000001,0.11484375,0,5,94.9,96.5,62.9,43.0,35.26,0.083984,wet_material
B1217,2025-12-20 14:39:07,63.0,144.1,37.9,509.0,1,15,1,9078.3,3.6905499999999947,25.627049999999997,0.07445972495088408,1,1,100.0,87.4,92.0,31.9,26.16,0.062672,normal
B1218,2025-12-27 04:32:10,42.5,277.4,75.0,534.0,0,17,0,11789.499999999998,16.809450000000005,107.67294999999999,0.1404494382022472,1,3,88.1,100.0,60.0,58.2,47.72,0.108989,calibration_needed
B1219,2025-12-17 12:58:25,63.9,144.3,38.3,506.0,1,16,0,9220.77,4.590549999999993,25.42704999999998,0.07569169960474308,1,2,100.0,90.5,93.1,31.6,25.91,0.062451,wet_material
B1220,2025-11-20 13:18:27,43.9,272.8,71.4,524.0,0,17,0,11975.92,15.409450000000007,103.07295000000002,0.13625954198473283,1,3,89.7,100.0,60.0,54.9,45.02,0.104771,normal
B1221,2025-11-16 15:12:10,62.6,160.7,43.9,488.0,1,8,1,10059.82,3.290549999999996,9.027050000000003,0.08995901639344261,0,2,98.5,89.5,82.9,33.8,27.72,0.069262,normal
B1222,2025-11-22 07:21:12,68.5,117.7,30.7,509.0,0,20,0,8062.45,9.190549999999995,52.02704999999999,0.06031434184675835,1,6,100.0,86.9,100.0,28.5,23.37,0.055992,normal
B1223,2025-10-26 06:58:31,68.9,114.2,30.1,511.0,2,15,1,7868.380000000001,9.59055,55.52704999999999,0.0589041095890411,1,1,100.0,86.1,100.0,27.5,22.55,0.053816,normal
B1224,2025-12-20 04:19:57,63.3,138.2,34.6,507.0,0,10,1,8748.06,3.990549999999992,31.527050000000003,0.06824457593688363,0,4,100.0,87.8,100.0,30.6,25.09,0.060355,normal
B1225,2025-12-08 21:51:12,66.3,131.6,33.4,504.0,0,10,1,8725.08,6.990549999999992,38.12705,0.06626984126984127,0,4,100.0,87.1,100.0,30.0,24.6,0.059524,wet_material
B1226,2026-01-03 13:26:20,65.1,136.0,36.9,503.0,0,15,2,8853.599999999999,5.790549999999989,33.72704999999999,0.07335984095427435,1,1,100.0,88.8,97.7,30.1,24.68,0.059841,normal
B1227,2025-10-27 08:53:49,57.5,185.8,46.6,495.0,0,9,0,10683.5,1.8094500000000053,16.07295000000002,0.09414141414141415,0,3,98.2,91.1,78.3,36.7,30.09,0.074141,normal
B1228,2025-11-06 05:46:22,61.8,161.3,43.7,501.0,0,10,1,9968.34,2.490549999999992,8.42704999999998,0.08722554890219561,0,4,99.0,88.5,82.4,34.1,27.96,0.068064,bearing_wear
B1229,2025-11-16 01:11:22,62.0,161.2,44.2,504.0,0,11,0,9994.4,2.6905499999999947,8.527050000000003,0.0876984126984127,0,5,99.2,88.6,82.5,34.0,27.88,0.06746,calibration_needed
B1230,2025-12-03 18:16:28,62.5,158.2,41.4,495.0,2,15,0,9887.5,3.1905499999999947,11.527050000000003,0.08363636363636363,1,1,99.2,90.3,89.0,33.6,27.55,0.067879,normal
B1231,2025-11-06 16:04:07,63.9,140.0,37.1,494.0,0,13,1,8946.0,4.590549999999993,29.72704999999999,0.0751012145748988,0,7,100.0,86.3,96.0,31.0,25.42,0.062753,wet_material
B1232,2025-10-28 17:25:45,58.8,198.1,55.6,503.0,0,6,1,11648.279999999999,0.5094500000000082,28.372950000000003,0.11053677932405567,0,0,95.6,95.3,65.0,39.8,32.64,0.079125,normal
B1233,2025-12-07 04:03:04,60.5,158.0,43.9,502.0,1,15,1,9559.0,1.1905499999999947,11.727049999999991,0.08745019920318725,1,1,99.4,90.6,84.8,33.9,27.8,0.06753,normal
B1234,2025-11-21 00:46:57,67.6,109.1,30.1,504.0,1,12,2,7375.159999999999,8.290549999999989,60.62705,0.059722222222222225,0,6,100.0,84.5,100.0,27.4,22.47,0.054365,normal
B1235,2026-01-01 10:03:35,59.7,159.2,44.2,506.0,2,12,2,9504.24,0.3905499999999975,10.527050000000003,0.08735177865612649,0,6,97.7,91.0,83.7,34.0,27.88,0.067194,normal
B1236,2025-11-09 01:35:02,70.4,105.5,26.6,511.0,0,11,2,7427.200000000001,11.09055,64.22704999999999,0.052054794520547946,0,5,100.0,83.8,100.0,26.8,21.98,0.052446,normal
B1237,2026-01-03 13:54:15,61.5,148.8,40.0,501.0,0,18,1,9151.2,2.1905499999999947,20.92704999999998,0.07984031936127745,1,4,99.7,90.6,87.7,32.6,26.73,0.06507,wet_material
B1238,2025-12-26 14:17:35,62.1,155.7,39.9,510.0,2,18,1,9668.97,2.790549999999996,14.027050000000003,0.07823529411764706,1,4,99.5,90.2,90.3,33.6,27.55,0.065882,normal
B1239,2025-12-03 10:08:12,63.6,132.7,36.2,510.0,1,15,1,8439.72,4.290549999999996,37.02705,0.07098039215686275,1,1,100.0,89.0,98.3,30.2,24.76,0.059216,wet_material
B1240,2025-12-04 02:34:52,61.5,158.9,40.4,500.0,0,14,1,9772.35,2.1905499999999947,10.827049999999986,0.0808,1,0,100.0,88.4,88.9,33.4,27.39,0.0668,normal
B1241,2025-12-10 10:06:35,54.1,179.9,48.5,501.0,1,8,0,9732.59,5.209450000000004,10.172950000000014,0.0968063872255489,0,2,96.1,91.4,75.9,36.5,29.93,0.072854,normal
B1242,2025-11-30 23:23:51,72.5,92.5,23.8,505.0,1,12,1,6706.25,13.190549999999995,77.22704999999999,0.04712871287128713,0,6,100.0,81.3,100.0,25.3,20.75,0.050099,normal
B1243,2025-11-22 16:16:00,70.7,106.4,27.0,519.0,1,8,0,7522.4800000000005,11.390549999999998,63.327049999999986,0.05202312138728324,0,2,100.0,83.2,100.0,26.6,21.81,0.051252,bearing_wear
B1244,2025-11-26 20:44:13,48.6,235.7,63.8,510.0,1,9,1,11455.02,10.709450000000004,65.97295,0.12509803921568627,0,3,93.1,98.0,60.0,48.0,39.36,0.094118,wet_material
B1245,2025-12-11 19:52:19,66.1,118.8,31.7,506.0,0,8,1,7852.679999999999,6.790549999999989,50.927049999999994,0.06264822134387352,0,2,100.0,85.9,100.0,28.6,23.45,0.056522,wet_material
B1246,2025-11-29 08:58:08,45.4,262.6,69.2,520.0,0,9,1,11922.04,13.909450000000007,92.87295000000003,0.1330769230769231,0,3,91.8,99.8,60.0,52.1,42.72,0.100192,normal
B1247,2025-12-18 04:24:37,61.6,149.0,40.8,503.0,0,9,0,9178.4,2.290549999999996,20.72704999999999,0.08111332007952286,0,3,99.6,89.3,88.5,32.4,26.57,0.064414,normal
B1248,2025-12-09 10:05:33,71.6,104.3,27.0,509.0,0,14,2,7467.879999999999,12.290549999999989,65.42705,0.05304518664047151,1,0,100.0,84.0,100.0,26.7,21.89,0.052456,normal
B1249,2025-12-23 18:00:40,61.8,162.9,44.1,504.0,0,15,1,10067.22,2.490549999999992,6.827049999999986,0.08750000000000001,1,1,98.5,88.3,83.5,34.2,28.04,0.067857,wet_material
B1250,2025-12-24 06:50:30,66.0,119.1,31.6,513.0,0,6,1,7860.599999999999,6.690549999999995,50.62705,0.06159844054580897,0,0,100.0,86.3,98.9,28.5,23.37,0.055556,normal
